sol_fac,1,2,3,4,5,6,7,8,9,10,index,new_efx_clus,acct_booked_h0_boo,oa_amt_boo,todu_30ever_h6_boo,todu_amt_pile_h6_boo,oa_amt_h0_boo,acct_booked_h0_rep,oa_amt_rep,todu_30ever_h6_rep,todu_amt_pile_h6_rep,oa_amt_h0_rep,acct_booked_h0,oa_amt,todu_30ever_h6,todu_amt_pile_h6,oa_amt_h0,acct_booked_h0_cut,oa_amt_cut,todu_30ever_h6_cut,todu_amt_pile_h6_cut,oa_amt_h0_cut,b2_ever_h6,b2_ever_h6_cut,b2_ever_h6_rep,b2_ever_h6_boo
17084640,4,4,6,7,8,11,12,12,12,12,17084640,483.0,5486.0,6.295016e+07,526212.1,3.883283e+08,6.1784536e+07,2.9921627,2.3839138e+06,104331.75,1.1155389e+07,2.3839138e+06,5488.992,6.5334076e+07,630543.9,3.9948368e+08,6.4168452e+07,795.0,7.4007495e+06,379838.06,4.6784484e+07,7.3142495e+06,1.1,5.68,6.55,0.95
